name,ra,dec,tags,type,duration
MSGPS_S_0063,10:12:30.72,-55:32:46.18,['target'],track,1257
MSGPS_S_0064,10:12:40.63,-55:15:31.04,['target'],track,1257
MSGPS_S_0065,10:14:30.07,-55:08:03.1,['target'],track,1257
MSGPS_S_0104,10:15:27.5,-56:44:05.46,['target'],track,1257
MSGPS_S_0205,10:33:39.93,-57:41:37.76,['target'],track,1257
MSGPS_S_0284,10:48:50.26,-58:13:20.01,['target'],track,1257
MSGPS_S_0396,11:05:09.57,-61:40:18.76,['target'],track,1257
MSGPS_S_0488,11:26:18.82,-61:34:21.87,['target'],track,1257
MSGPS_S_0588,11:46:49.08,-62:02:02.33,['target'],track,1257
MSGPS_S_0688,12:10:16.14,-62:20:51.39,['target'],track,1257
MSGPS_S_0798,12:35:07.33,-62:40:08.81,['target'],track,1257
MSGPS_S_0871,12:52:46.49,-63:43:38.72,['target'],track,1257
MSGPS_S_0937,13:08:23.47,-63:39:57.38,['target'],track,1257
MSGPS_S_1056,13:37:24.52,-63:46:32.26,['target'],track,1257
MSGPS_S_1190,14:06:11.98,-62:29:07.62,['target'],track,1257
MSGPS_S_1387,14:46:45.06,-60:54:15.03,['target'],track,1257
MSGPS_S_1596,15:24:27.41,-58:12:10.04,['target'],track,1257
MSGPS_S_1827,15:59:24.27,-54:32:43.53,['target'],track,1257
MSGPS_S_2014,16:23:11.91,-51:12:04.17,['target'],track,1257
MSGPS_S_0066,10:05:50.51,-57:20:35.51,['target'],track,1257
MSGPS_S_0067,10:06:03.97,-57:03:22.75,['target'],track,1257
MSGPS_S_0068,10:07:59.93,-56:56:17.19,['target'],track,1257
MSGPS_S_0069,10:08:12.25,-56:39:03.56,['target'],track,1257
MSGPS_S_0105,10:17:20.63,-56:36:27.89,['target'],track,1257
MSGPS_S_0206,10:35:31.94,-57:32:58.86,['target'],track,1257
MSGPS_S_0285,10:50:40.01,-58:03:51.12,['target'],track,1257
MSGPS_S_0397,11:04:53.13,-61:23:06.91,['target'],track,1257
MSGPS_S_0489,11:25:50.94,-61:17:22.71,['target'],track,1257
MSGPS_S_0589,11:48:31.58,-61:49:37.09,['target'],track,1257
MSGPS_S_0693,12:10:41.43,-63:52:24.42,['target'],track,1257
MSGPS_S_0803,12:36:53.66,-64:10:58.04,['target'],track,1257
MSGPS_S_0872,12:51:28.27,-63:28:40.65,['target'],track,1257
MSGPS_S_0938,13:06:57.43,-63:25:32.43,['target'],track,1257
MSGPS_S_1057,13:35:44.14,-63:33:16.99,['target'],track,1257
MSGPS_S_1191,14:04:23.86,-62:17:11.03,['target'],track,1257
MSGPS_S_1388,14:46:56.32,-60:36:59.76,['target'],track,1257
MSGPS_S_1597,15:24:19.57,-57:54:53.35,['target'],track,1257
MSGPS_S_1828,15:59:02.43,-54:15:42.61,['target'],track,1257
MSGPS_S_2015,16:22:42.99,-50:55:22.04,['target'],track,1257
MSGPS_S_0070,10:10:06.56,-56:31:50.71,['target'],track,1257
MSGPS_S_0071,10:10:17.79,-56:14:36.31,['target'],track,1257
MSGPS_S_0072,10:12:10.48,-56:07:16.34,['target'],track,1257
MSGPS_S_0073,10:12:20.68,-55:50:01.28,['target'],track,1257
MSGPS_S_0106,10:17:28.61,-56:19:11.41,['target'],track,1257
MSGPS_S_0207,10:35:31.56,-57:15:40.29,['target'],track,1257
MSGPS_S_0286,10:43:41.76,-60:24:58.6,['target'],track,1257
MSGPS_S_0398,11:06:48.73,-61:12:46.36,['target'],track,1257
MSGPS_S_0490,11:27:38.98,-61:05:57.92,['target'],track,1257
MSGPS_S_0590,11:47:51.42,-61:32:58.56,['target'],track,1257
MSGPS_S_0694,12:09:45.78,-63:36:13.79,['target'],track,1257
MSGPS_S_0804,12:35:42.74,-63:55:29.64,['target'],track,1257
MSGPS_S_0873,12:52:45.11,-63:13:39.84,['target'],track,1257
MSGPS_S_0939,13:08:05.99,-63:10:02.31,['target'],track,1257
MSGPS_S_1058,13:36:37.2,-63:17:01.4,['target'],track,1257
MSGPS_S_1192,14:04:59.11,-62:00:22.25,['target'],track,1257
MSGPS_S_1389,14:45:00.68,-60:27:07.71,['target'],track,1257
MSGPS_S_1598,15:22:23.42,-57:47:05.23,['target'],track,1257
MSGPS_S_1829,15:57:10.93,-54:09:53.29,['target'],track,1257
MSGPS_S_2016,16:20:56.98,-50:50:53.14,['target'],track,1257
MSGPS_S_0074,10:14:11.79,-55:42:34.39,['target'],track,1257
MSGPS_S_0075,10:14:20.99,-55:25:18.76,['target'],track,1257
MSGPS_S_0076,10:16:10.56,-55:17:45.12,['target'],track,1257
MSGPS_S_0077,10:07:34.68,-57:30:44.15,['target'],track,1257
MSGPS_S_0107,10:19:20.11,-56:11:27.05,['target'],track,1257
MSGPS_S_0208,10:37:21.8,-57:06:55.26,['target'],track,1257
MSGPS_S_0287,10:43:37.14,-60:07:40.63,['target'],track,1257
MSGPS_S_0399,11:06:31.62,-60:55:35.23,['target'],track,1257
MSGPS_S_0491,11:27:10.8,-60:48:59.8,['target'],track,1257
MSGPS_S_0591,11:49:31.9,-61:20:30.49,['target'],track,1257
MSGPS_S_0695,12:11:23.57,-63:22:47.57,['target'],track,1257
MSGPS_S_0805,12:37:08.93,-63:41:01.96,['target'],track,1257
MSGPS_S_0874,12:51:28.24,-62:58:41.75,['target'],track,1257
MSGPS_S_0940,13:06:41.56,-62:55:36.74,['target'],track,1257
MSGPS_S_1059,13:34:58.88,-63:03:44.13,['target'],track,1257
MSGPS_S_1199,14:09:52.56,-62:52:44.93,['target'],track,1257
MSGPS_S_1390,14:45:12.71,-60:09:52.98,['target'],track,1257
MSGPS_S_1599,15:22:16.66,-57:29:48.06,['target'],track,1257
MSGPS_S_1830,15:56:50.21,-53:52:50.88,['target'],track,1257
MSGPS_S_2024,16:26:16,-51:04:01.95,['target'],track,1257
MSGPS_S_0078,10:07:47.41,-57:13:30.72,['target'],track,1257
MSGPS_S_0079,10:09:43.56,-57:06:19.27,['target'],track,1257
MSGPS_S_0080,10:09:55.15,-56:49:05.03,['target'],track,1257
MSGPS_S_0081,10:11:49.63,-56:41:46.31,['target'],track,1257
MSGPS_S_0108,10:19:27.11,-55:54:10.14,['target'],track,1257
MSGPS_S_0209,10:29:41.02,-59:25:08.7,['target'],track,1257
MSGPS_S_0288,10:45:34.62,-59:58:28.62,['target'],track,1257
MSGPS_S_0400,11:08:25.04,-60:45:09.56,['target'],track,1257
MSGPS_S_0492,11:28:56.77,-60:37:31.09,['target'],track,1257
MSGPS_S_0594,11:47:47.85,-63:21:04.51,['target'],track,1257
MSGPS_S_0696,12:10:28.47,-63:06:37.95,['target'],track,1257
MSGPS_S_0806,12:35:59.1,-63:25:34.04,['target'],track,1257
MSGPS_S_0875,12:52:43.78,-62:43:40.97,['target'],track,1257
MSGPS_S_0946,13:11:19.94,-64:08:37.48,['target'],track,1257
MSGPS_S_1060,13:35:51.48,-62:47:29.58,['target'],track,1257
MSGPS_S_1200,14:08:01.55,-62:40:58.95,['target'],track,1257
MSGPS_S_1397,14:50:51.13,-60:56:25.01,['target'],track,1257
MSGPS_S_1606,15:28:14.36,-58:10:09.67,['target'],track,1257
MSGPS_S_1837,16:02:46.98,-54:27:02.02,['target'],track,1257
MSGPS_S_2025,16:24:29.33,-50:59:44.98,['target'],track,1257
MSGPS_S_0082,10:12:00.14,-56:24:31.36,['target'],track,1257
MSGPS_S_0083,10:13:52.99,-56:17:05.57,['target'],track,1257
MSGPS_S_0084,10:14:02.46,-55:59:50,['target'],track,1257
MSGPS_S_0086,10:16:02.19,-55:35:01.23,['target'],track,1257
MSGPS_S_0109,10:21:17,-55:46:19.16,['target'],track,1257
MSGPS_S_0210,10:29:43.57,-59:07:50.35,['target'],track,1257
MSGPS_S_0289,10:45:29.08,-59:41:10.89,['target'],track,1257
MSGPS_S_0401,11:08:07.32,-60:27:59.19,['target'],track,1257
MSGPS_S_0494,11:30:12.3,-60:09:01.52,['target'],track,1257
MSGPS_S_0595,11:47:06.04,-63:04:25.18,['target'],track,1257
MSGPS_S_0697,12:12:04.29,-62:53:09.97,['target'],track,1257
MSGPS_S_0807,12:37:23.67,-63:11:05.78,['target'],track,1257
MSGPS_S_0881,12:54:06.09,-63:58:34.11,['target'],track,1257
MSGPS_S_0947,13:09:50.96,-63:54:19.09,['target'],track,1257
MSGPS_S_1067,13:39:58.4,-63:43:23.03,['target'],track,1257
MSGPS_S_1201,14:08:35.22,-62:24:06.85,['target'],track,1257
MSGPS_S_1398,14:48:53.14,-60:46:45.56,['target'],track,1257
MSGPS_S_1607,15:26:16.55,-58:02:34.85,['target'],track,1257
MSGPS_S_1838,16:00:54.45,-54:21:25.53,['target'],track,1257
MSGPS_S_2026,16:24:00.09,-50:43:04.02,['target'],track,1257
MSGPS_S_0088,10:09:19.81,-57:40:47.47,['target'],track,1257
MSGPS_S_0089,10:09:31.78,-57:23:33.42,['target'],track,1257
MSGPS_S_0091,10:11:38.96,-56:59:01.2,['target'],track,1257
MSGPS_S_0110,10:12:52.96,-58:00:37.84,['target'],track,1257
MSGPS_S_0111,10:13:03.38,-57:43:22.64,['target'],track,1257
MSGPS_S_0211,10:31:41.18,-58:59:24.5,['target'],track,1257
MSGPS_S_0290,10:47:24.51,-59:31:52.78,['target'],track,1257
MSGPS_S_0402,11:09:58.63,-60:17:28.56,['target'],track,1257
MSGPS_S_0495,11:25:52.81,-62:36:42.08,['target'],track,1257
MSGPS_S_0596,11:48:52.02,-62:51:59.09,['target'],track,1257
MSGPS_S_0698,12:11:09.73,-62:37:01.33,['target'],track,1257
MSGPS_S_0808,12:36:14.9,-62:55:38.32,['target'],track,1257
MSGPS_S_0882,12:55:22.88,-63:43:28.07,['target'],track,1257
MSGPS_S_0948,13:10:59.09,-63:38:43.85,['target'],track,1257
MSGPS_S_1068,13:38:17.03,-63:30:14.39,['target'],track,1257
MSGPS_S_1202,14:06:46.46,-62:12:17.16,['target'],track,1257
MSGPS_S_1399,14:49:03.24,-60:29:29.66,['target'],track,1257
MSGPS_S_1608,15:26:07.88,-57:45:18.59,['target'],track,1257
MSGPS_S_1839,16:00:32.11,-54:04:25.63,['target'],track,1257
MSGPS_S_2027,16:22:14.42,-50:38:39.43,['target'],track,1257
MSGPS_S_0112,10:15:00.06,-57:35:53.2,['target'],track,1257
MSGPS_S_0113,10:15:09.36,-57:18:37.34,['target'],track,1257
MSGPS_S_0114,10:17:04.31,-57:11:00.77,['target'],track,1257
MSGPS_S_0115,10:17:12.53,-56:53:44.35,['target'],track,1257
MSGPS_S_0116,10:19:05.79,-56:46:00.84,['target'],track,1257
MSGPS_S_0212,10:31:42.69,-58:42:05.99,['target'],track,1257
MSGPS_S_0291,10:47:18.1,-59:14:35.34,['target'],track,1257
MSGPS_S_0403,11:09:40.34,-60:00:18.98,['target'],track,1257
MSGPS_S_0496,11:25:24.24,-62:19:42.62,['target'],track,1257
MSGPS_S_0597,11:48:10.28,-62:35:20.92,['target'],track,1257
MSGPS_S_0699,12:12:43.66,-62:23:31.66,['target'],track,1257
MSGPS_S_0809,12:37:37.92,-62:41:09.51,['target'],track,1257
MSGPS_S_0883,12:54:03.32,-63:28:35.3,['target'],track,1257
MSGPS_S_0949,13:09:31.82,-63:24:24.71,['target'],track,1257
MSGPS_S_1069,13:39:08.57,-63:13:55.36,['target'],track,1257
MSGPS_S_1203,14:07:20.31,-61:55:26.18,['target'],track,1257
MSGPS_S_1400,14:47:07.4,-60:19:44.42,['target'],track,1257
MSGPS_S_1609,15:24:11.86,-57:37:36.61,['target'],track,1257
MSGPS_S_1840,15:58:40.9,-53:58:41.43,['target'],track,1257
MSGPS_S_2028,16:21:46.19,-50:21:56.36,['target'],track,1257
MSGPS_S_0117,10:19:13,-56:28:43.95,['target'],track,1257
MSGPS_S_0118,10:21:04.6,-56:20:53.69,['target'],track,1257
MSGPS_S_0119,10:21:10.84,-56:03:36.43,['target'],track,1257
MSGPS_S_0120,10:23:00.82,-55:55:39.59,['target'],track,1257
MSGPS_S_0121,10:14:40.99,-58:10:24.72,['target'],track,1257
MSGPS_S_0213,10:33:38.38,-58:33:33.51,['target'],track,1257
MSGPS_S_0292,10:49:11.53,-59:05:11.33,['target'],track,1257
MSGPS_S_0404,11:11:29.6,-59:49:43.57,['target'],track,1257
MSGPS_S_0497,11:27:16.13,-62:08:19.07,['target'],track,1257
MSGPS_S_0598,11:49:54.11,-62:22:51.9,['target'],track,1257
MSGPS_S_0700,12:11:49.64,-62:07:23.98,['target'],track,1257
MSGPS_S_0810,12:36:30.17,-62:25:42.5,['target'],track,1257
MSGPS_S_0884,12:55:18.81,-63:13:29.38,['target'],track,1257
MSGPS_S_0950,13:10:38.96,-63:08:50.04,['target'],track,1257
MSGPS_S_1070,13:37:29.28,-63:00:44.6,['target'],track,1257
MSGPS_S_1210,14:12:17.05,-62:47:30.14,['target'],track,1257
MSGPS_S_1401,14:47:18.29,-60:02:29.02,['target'],track,1257
MSGPS_S_1610,15:24:04.28,-57:20:19.82,['target'],track,1257
MSGPS_S_1841,15:58:19.67,-53:41:39.99,['target'],track,1257
MSGPS_S_2035,16:27:32.39,-50:51:35.42,['target'],track,1257
MSGPS_S_0122,10:14:50.61,-57:53:09,['target'],track,1257
MSGPS_S_0123,10:16:47.45,-57:45:33.47,['target'],track,1257
MSGPS_S_0124,10:16:55.95,-57:28:17.15,['target'],track,1257
MSGPS_S_0125,10:18:51.03,-57:20:34.53,['target'],track,1257
MSGPS_S_0126,10:18:58.47,-57:03:17.7,['target'],track,1257
MSGPS_S_0214,10:33:38.91,-58:16:14.93,['target'],track,1257
MSGPS_S_0293,10:49:04.32,-58:47:54.24,['target'],track,1257
MSGPS_S_0405,11:11:10.8,-59:32:34.8,['target'],track,1257
MSGPS_S_0498,11:26:47.21,-61:51:20.65,['target'],track,1257
MSGPS_S_0599,11:49:12.47,-62:06:14.88,['target'],track,1257
MSGPS_S_0701,12:13:21.75,-61:53:52.68,['target'],track,1257
MSGPS_S_0811,12:37:51.69,-62:11:13.15,['target'],track,1257
MSGPS_S_0885,12:54:00.63,-62:58:36.5,['target'],track,1257
MSGPS_S_0951,13:09:13.34,-62:54:30.17,['target'],track,1257
MSGPS_S_1071,13:38:20.41,-62:44:26.64,['target'],track,1257
MSGPS_S_1211,14:10:25.41,-62:35:51.21,['target'],track,1257
MSGPS_S_1408,14:52:58.38,-60:48:41.18,['target'],track,1257
MSGPS_S_1617,15:30:02.37,-58:00:22.65,['target'],track,1257
MSGPS_S_1842,15:56:29.77,-53:35:48.24,['target'],track,1257
MSGPS_S_2036,16:25:46.08,-50:47:22.69,['target'],track,1257
MSGPS_S_0127,10:20:51.83,-56:55:28.19,['target'],track,1257
MSGPS_S_0128,10:20:58.26,-56:38:10.95,['target'],track,1257
MSGPS_S_0129,10:22:49.95,-56:30:14.74,['target'],track,1257
MSGPS_S_0130,10:22:55.42,-56:12:57.16,['target'],track,1257
MSGPS_S_0131,10:24:45.47,-56:04:54.43,['target'],track,1257
MSGPS_S_0215,10:35:32.72,-58:07:36.02,['target'],track,1257
MSGPS_S_0294,10:50:55.82,-58:38:24.52,['target'],track,1257
MSGPS_S_0406,11:12:58.08,-59:21:54.76,['target'],track,1257
MSGPS_S_0499,11:28:36.88,-61:39:53.02,['target'],track,1257
MSGPS_S_0600,11:50:54.22,-61:53:43.04,['target'],track,1257
MSGPS_S_0704,12:13:16.91,-63:55:02.76,['target'],track,1257
MSGPS_S_0814,12:39:32.44,-64:11:51.33,['target'],track,1257
MSGPS_S_0886,12:55:14.87,-62:43:30.68,['target'],track,1257
MSGPS_S_0952,13:10:19.5,-62:38:56.06,['target'],track,1257
MSGPS_S_1072,13:36:43.12,-62:31:13.83,['target'],track,1257
MSGPS_S_1212,14:10:57.65,-62:18:57.02,['target'],track,1257
MSGPS_S_1409,14:51:00.23,-60:39:08.61,['target'],track,1257
MSGPS_S_1618,15:28:04.72,-57:52:53.96,['target'],track,1257
MSGPS_S_1848,16:04:16.03,-54:15:34.86,['target'],track,1257
MSGPS_S_2037,16:25:16.52,-50:30:42.91,['target'],track,1257
MSGPS_S_0132,10:16:30.01,-58:20:05.95,['target'],track,1257
MSGPS_S_0133,10:16:38.8,-58:02:49.74,['target'],track,1257
MSGPS_S_0134,10:18:35.79,-57:55:08.08,['target'],track,1257
MSGPS_S_0135,10:18:43.47,-57:37:51.33,['target'],track,1257
MSGPS_S_0136,10:20:38.67,-57:30:02.63,['target'],track,1257
MSGPS_S_0216,10:35:32.32,-57:50:17.44,['target'],track,1257
MSGPS_S_0295,10:50:47.85,-58:21:07.83,['target'],track,1257
MSGPS_S_0407,11:07:23.87,-61:47:08.17,['target'],track,1257
MSGPS_S_0500,11:28:07.67,-61:22:55.66,['target'],track,1257
MSGPS_S_0601,11:50:12.69,-61:37:07.15,['target'],track,1257
MSGPS_S_0705,12:12:19.71,-63:38:55.86,['target'],track,1257
MSGPS_S_0815,12:38:20.03,-63:56:27.74,['target'],track,1257
MSGPS_S_0887,12:53:58.04,-62:28:37.69,['target'],track,1257
MSGPS_S_0957,13:13:58.05,-64:07:12.05,['target'],track,1257
MSGPS_S_1073,13:37:33.83,-62:14:56.92,['target'],track,1257
MSGPS_S_1213,14:09:08.28,-62:07:14.25,['target'],track,1257
MSGPS_S_1410,14:51:09.17,-60:21:52.16,['target'],track,1257
MSGPS_S_1619,15:27:55.25,-57:35:38.18,['target'],track,1257
MSGPS_S_1849,16:02:23.82,-54:10:03.46,['target'],track,1257
MSGPS_S_2038,16:23:31.19,-50:26:22.58,['target'],track,1257
MSGPS_S_0137,10:20:45.31,-57:12:45.42,['target'],track,1257
MSGPS_S_0138,10:22:38.77,-57:04:49.88,['target'],track,1257
MSGPS_S_0139,10:22:44.4,-56:47:32.31,['target'],track,1257
MSGPS_S_0140,10:24:36.18,-56:39:30.12,['target'],track,1257
MSGPS_S_0141,10:24:40.86,-56:22:12.27,['target'],track,1257
MSGPS_S_0217,10:37:24.32,-57:41:32.29,['target'],track,1257
MSGPS_S_0296,10:52:37.46,-58:11:32.56,['target'],track,1257
MSGPS_S_0408,11:07:06.15,-61:29:57.34,['target'],track,1257
MSGPS_S_0501,11:29:55.19,-61:11:24.09,['target'],track,1257
MSGPS_S_0602,11:51:52.44,-61:24:32.59,['target'],track,1257
MSGPS_S_0706,12:13:56.45,-63:25:23.2,['target'],track,1257
MSGPS_S_0816,12:39:44.94,-63:41:54.32,['target'],track,1257
MSGPS_S_0888,12:55:11.06,-62:13:31.97,['target'],track,1257
MSGPS_S_0958,13:12:27.82,-63:52:59.66,['target'],track,1257
MSGPS_S_1078,13:42:31.7,-63:40:03.7,['target'],track,1257
MSGPS_S_1214,14:09:40.74,-61:50:21.16,['target'],track,1257
MSGPS_S_1411,14:49:13.17,-60:12:13.71,['target'],track,1257
MSGPS_S_1620,15:25:59.36,-57:28:02.28,['target'],track,1257
MSGPS_S_1850,16:02:00.98,-53:53:04.58,['target'],track,1257
MSGPS_S_2039,16:23:02.64,-50:09:40.66,['target'],track,1257
MSGPS_S_0143,10:18:20.01,-58:29:41.43,['target'],track,1257
MSGPS_S_0142,10:26:30.97,-56:14:03.6,['target'],track,1257
MSGPS_S_0144,10:18:27.97,-58:12:24.78,['target'],track,1257
MSGPS_S_0145,10:20:25.08,-58:04:36.94,['target'],track,1257
MSGPS_S_0146,10:20:31.93,-57:47:19.8,['target'],track,1257
MSGPS_S_0218,10:37:23.04,-57:24:13.77,['target'],track,1257
MSGPS_S_0297,10:45:45.96,-60:33:04,['target'],track,1257
MSGPS_S_0409,11:09:01.44,-61:19:29.82,['target'],track,1257
MSGPS_S_0502,11:29:25.72,-60:54:27.79,['target'],track,1257
MSGPS_S_0603,11:51:11.05,-61:07:57.82,['target'],track,1257
MSGPS_S_0707,12:12:59.86,-63:09:17.27,['target'],track,1257
MSGPS_S_0817,12:38:33.68,-63:26:31.13,['target'],track,1257
MSGPS_S_0892,12:56:43.85,-63:58:18.06,['target'],track,1257
MSGPS_S_0959,13:13:34.47,-63:37:19.91,['target'],track,1257
MSGPS_S_1079,13:40:49.37,-63:27:01.76,['target'],track,1257
MSGPS_S_1215,14:07:53.54,-61:38:34.69,['target'],track,1257
MSGPS_S_1412,14:49:22.93,-59:54:57.7,['target'],track,1257
MSGPS_S_1621,15:25:50.98,-57:10:45.91,['target'],track,1257
MSGPS_S_1851,16:00:10.08,-53:47:25.45,['target'],track,1257
MSGPS_S_2046,16:28:48.1,-50:39:05.88,['target'],track,1257
MSGPS_S_0147,10:22:27.25,-57:39:24.98,['target'],track,1257
MSGPS_S_0148,10:22:33.06,-57:22:07.44,['target'],track,1257
MSGPS_S_0149,10:24:26.61,-57:14:05.82,['target'],track,1257
MSGPS_S_0150,10:24:31.43,-56:56:47.97,['target'],track,1257
MSGPS_S_0151,10:26:23.27,-56:48:39.75,['target'],track,1257
MSGPS_S_0219,10:39:13.26,-57:15:22.57,['target'],track,1257
MSGPS_S_0298,10:45:40.25,-60:15:46.33,['target'],track,1257
MSGPS_S_0410,11:08:43.08,-61:02:19.77,['target'],track,1257
MSGPS_S_0503,11:31:11.17,-60:42:52.42,['target'],track,1257
MSGPS_S_0604,11:52:48.88,-60:55:20.64,['target'],track,1257
MSGPS_S_0708,12:14:34.66,-62:55:42.98,['target'],track,1257
MSGPS_S_0818,12:39:57.01,-63:11:57.24,['target'],track,1257
MSGPS_S_0893,12:57:59.23,-63:43:06.91,['target'],track,1257
MSGPS_S_0960,13:12:05.99,-63:23:06.65,['target'],track,1257
MSGPS_S_1080,13:41:39.39,-63:10:39.38,['target'],track,1257
MSGPS_S_1221,14:14:40.67,-62:42:06.27,['target'],track,1257
MSGPS_S_1413,14:47:29,-59:45:13.55,['target'],track,1257
MSGPS_S_1622,15:23:56.83,-57:03:03,['target'],track,1257
MSGPS_S_1852,15:59:48.35,-53:30:24.99,['target'],track,1257
MSGPS_S_2047,16:27:02.16,-50:34:57.35,['target'],track,1257
MSGPS_S_0152,10:26:27.15,-56:31:21.67,['target'],track,1257
MSGPS_S_0153,10:28:17.32,-56:23:07.03,['target'],track,1257
